brand,model,year,price,mileage
toyota,cruiser,2008,6300,274117
ford,se,2011,2899,190552
dodge,mpv,2018,5350,39590
ford,door,2014,25000,64146
chevrolet,1500,2018,27700,6654
dodge,mpv,2018,5700,45561
chevrolet,pk,2010,7300,149050
gmc,door,2017,13350,23525
chevrolet,malibu,2018,14600,9371
ford,mpv,2017,5250,63418
dodge,coupe,2009,10400,107856
gmc,mpv,2017,12920,39650
chevrolet,1500,2018,31900,22909
chrysler,wagon,2017,5430,138650
ford,door,2013,20700,100757
gmc,door,2017,12710,25747
kia,forte,2018,5200,46194
buick,encore,2018,16500,20002
ford,mpv,2017,5210,35714
ford,door,2013,38100,54380
gmc,door,2017,12520,30114
kia,forte,2018,7300,38823
chevrolet,door,2015,15000,61578
ford,mpv,2017,6180,46010
ford,door,2013,20800,105510
gmc,door,2017,11900,28040
kia,sorento,2020,21500,11451
buick,door,2014,12000,31039
ford,doors,2017,4190,44174
ford,chassis,2008,13000,93698
gmc,door,2017,12710,26364
infiniti,q70,2016,18500,71967
chevrolet,camaro,1973,29800,46226
ford,mpv,2017,5330,37792
ford,convertible,2003,13000,58817
gmc,door,2017,11900,27965
mercedes-benz,vans,2016,16600,110907
chevrolet,1500,2018,19200,2430
ford,mpv,2017,7320,32366
ford,pk,2003,7000,176567
gmc,door,2017,12710,30049
mercedes-benz,vans,2016,16600,97983
chevrolet,1500,2018,30500,30442
ford,mpv,2017,6330,38123
ford,srw,2017,55000,15273
gmc,door,2017,12520,28972
jeep,compass,2019,16200,30061
chevrolet,malibu,2017,19000,18414
dodge,mpv,2017,5580,46829
ford,srw,2017,54000,26241
gmc,mpv,2017,12710,39886
jeep,compass,2019,16000,31594
buick,enclave,2017,27000,32107
ford,mpv,2017,7760,44794
chrysler,300,2019,19600,42648
gmc,mpv,2017,12920,39165
jeep,cherokee,2019,20000,38355
buick,door,2017,18100,46766
chrysler,pacifica,2020,23000,2473
chrysler,300,2019,18500,38586
gmc,door,2017,13490,27842
jeep,cherokee,2019,20700,31156
chevrolet,door,2017,17800,52435
ford,door,2017,6650,29942
chrysler,pacifica,2019,29100,25281
gmc,door,2017,12710,32504
jeep,cherokee,2019,21100,28649
chevrolet,door,2017,18600,35200
ford,door,2017,4340,25602
chrysler,300,2019,19300,34801
gmc,door,2017,12780,31009
jeep,compass,2019,15800,35595
bmw,x3,2017,29400,23765
ford,door,2017,4430,31792
chrysler,300,2019,19400,33135
gmc,door,2017,12520,30636
jeep,compass,2019,15900,34502
buick,door,2017,26400,25434
ford,door,2017,4140,36732
chrysler,300,2019,18300,41792
gmc,door,2017,12520,31992
jeep,compass,2019,17900,32501
chevrolet,camaro,2017,18300,28395
ford,door,2017,4640,36139
ford,door,2016,24000,84413
gmc,door,2017,13200,33457
jeep,compass,2019,18000,29245
chevrolet,equinox,2017,14900,12783
ford,door,2017,4140,17617
ford,door,2016,11500,36855
ford,door,2017,9110,110316
chrysler,door,2015,7350,88227
bmw,door,2017,24500,17626
ford,door,2017,9300,120353
dodge,challenger,2015,39800,3641
bmw,m,2017,53500,29355
ford,door,2017,15110,39333
ford,door,2015,34000,42930
chevrolet,colorado,2017,26502,24993
ford,mpv,2017,5990,44929
ford,focus,2018,13600,16971
cadillac,door,2017,23605,35598
ford,mpv,2017,10780,40455
ford,focus,2018,13800,23164
cadillac,door,2017,25201,19011
ford,mpv,2017,7070,45191
ford,focus,2018,8700,21405
chevrolet,malibu,2017,18003,19117
ford,door,2017,8530,42104
dodge,durango,2018,23100,49496
cadillac,door,2017,24500,32418
ford,mpv,2017,7000,29882
ford,escape,2018,17000,34819
chevrolet,1500,2017,34002,31923
ford,mpv,2017,6980,29168
dodge,charger,2018,25000,28307
chevrolet,colorado,2017,20802,33791
ford,door,2017,9200,21770
chrysler,pacifica,2017,26500,18375
chevrolet,colorado,2017,24802,14158
ford,mpv,2017,7070,30318
ford,door,2017,28500,48086
cadillac,door,2017,47500,26562
ford,explorer,2017,23500,57611
chevrolet,colorado,2017,23505,47357
ford,door,2017,10940,84916
ford,f-150,2017,32100,24521
chevrolet,3500,2018,53000,16105
ford,mpv,2017,6830,35888
dodge,caravan,2017,11900,59537
chevrolet,1500,2017,26414,55222
dodge,mpv,2018,4160,32870
chevrolet,door,2017,19405,39687
dodge,mpv,2018,5690,47085
chrysler,van,2017,25900,32224
chevrolet,1500,2017,24005,51293
dodge,mpv,2018,5090,42989
chrysler,300,2017,19500,31311
chevrolet,1500,2017,32012,46091
dodge,dart,2016,6800,49033
dodge,mpv,2018,4260,33957
dodge,van,2008,0,177948
chevrolet,2500,2017,31802,19845
dodge,doors,2018,7210,38910
dodge,door,2014,0,123660
chevrolet,1500,2017,28402,31234
dodge,doors,2018,6800,36767
cadillac,esv,2015,33300,57932
dodge,mpv,2018,10780,19420
ford,cutaway,2014,6700,204155
chevrolet,1500,2016,20000,93493
chrysler,doors,2018,6440,20942
ford,door,2016,19900,86826
chevrolet,door,2015,37000,45787
dodge,mpv,2018,4040,50765
ford,explorer,2016,22300,62774
chevrolet,door,2011,31200,76326
dodge,mpv,2018,4290,39029
ford,el,2016,22800,72885
cadillac,door,2016,19002,46467
dodge,mpv,2018,4160,6743
ford,edge,2016,18500,33514
bmw,series,2016,39000,39917
dodge,doors,2018,6060,32504
ford,door,2016,28800,77638
bmw,series,2016,40000,31727
dodge,doors,2018,6140,52966
ford,flex,2016,21000,24157
buick,door,2016,20105,51393
dodge,doors,2018,6760,35461
ford,door,2014,25800,47055
bmw,series,2016,39000,33110
dodge,mpv,2018,5470,39721
ford,door,2014,14600,75785
chevrolet,1500,2016,24502,33624
ford,door,2017,15110,42289
ford,door,2014,7900,79422
chevrolet,door,2016,27305,28844
ford,door,2017,15290,66582
ford,door,2015,26500,61436
chevrolet,door,2016,25502,58303
ford,mpv,2017,7320,55618
chevrolet,van,2009,3800,261648
chevrolet,door,2016,24502,33045
ford,door,2017,4140,40747
dodge,pk,2002,1400,185460
cadillac,srx,2016,18402,26667
ford,door,2017,4160,37176
chrysler,door,2000,175,231240
chevrolet,colorado,2016,24503,18006
ford,door,2017,15840,72445
ford,door,2014,20500,123355
chevrolet,1500,2016,21003,44116
ford,door,2017,4200,60219
ford,door,2011,17400,135077
chevrolet,door,2016,32001,32058
ford,mpv,2017,0,76858
ford,cab,2011,15700,309564
chevrolet,door,2016,31009,33928
ford,wagon,2017,3740,90618
dodge,pickup,2001,5000,109360
chevrolet,door,2016,31002,71809
ford,doors,2017,3160,31563
dodge,pickup,2005,8600,219823
chevrolet,malibu,2018,6000,42090
ford,door,2017,12990,126523
chevrolet,vehicl,2020,25,7232
buick,encore,2017,13200,60171
ford,wagon,2017,4410,209915
chrysler,door,2005,25,151815
chevrolet,camaro,2020,22500,13826
ford,mpv,2017,7420,55854
ford,door,2016,13500,45757
chevrolet,trax,2020,15500,16545
ford,door,2017,3540,112893
ford,door,2016,17000,126802
chevrolet,tahoe,2020,45500,13303
ford,door,2017,4130,34061
ford,door,2015,15700,70251
chevrolet,tahoe,2020,45500,13679
ford,doors,2017,4130,42426
dodge,door,2012,15500,66452
chevrolet,trax,2020,16300,18221
ford,mpv,2017,4530,41455
dodge,door,2011,15600,35275
chevrolet,tahoe,2020,45500,13885
ford,door,2017,4100,38815
dodge,door,2011,18200,162281
chevrolet,door,2013,10200,56479
ford,doors,2017,4080,61027
ford,van,2014,5700,178703
chevrolet,3500,2014,10200,173469
ford,door,2017,5000,37321
ford,door,2014,1700,112789
bmw,door,2011,6200,80394
ford,door,2016,3650,68142
dodge,door,2014,10500,74203
chevrolet,2500,2018,43500,57604
dodge,van,2016,4610,87229
ford,door,2012,3450,90711
chevrolet,suburban,2018,38500,11135
ford,mpv,2016,6810,66781
ford,cargo,2011,2900,190994
chevrolet,2500,2018,43500,56007
ford,mpv,2016,4450,32486
ford,door,2011,5800,195908
chevrolet,equinox,2018,16500,18020
dodge,mpv,2016,4240,83262
ford,pickup,2008,26500,62015
chevrolet,equinox,2017,13700,36421
ford,door,2016,8600,73321
ford,chassis,2008,8000,132379
chevrolet,equinox,2017,14200,28013
ford,mpv,2016,7040,33291
ford,chassis,2005,4700,225236
chevrolet,door,2016,30851,43176
ford,mpv,2016,4880,36876
dodge,pickup,2006,14500,111782
chevrolet,door,2017,7600,110489
ford,door,2016,13270,84035
ford,door,2012,12800,131101
chevrolet,1500,2018,33000,52521
ford,door,2016,9280,101380
ford,van,2003,900,142027
ford,door,2016,7560,111476
ford,drw,2011,19500,76897
chevrolet,malibu,2019,17100,15780
ford,door,2016,8020,31944
ford,fiesta,2019,10300,18937
chevrolet,van,2019,22600,9706
ford,doors,2016,10480,57289
ford,fiesta,2019,10300,19956
chevrolet,van,2019,22700,6075
ford,door,2016,7410,21034
ford,fiesta,2019,10300,22881
chevrolet,door,2013,10300,167600
ford,door,2016,7570,37252
dodge,challenger,2019,67000,10944
chevrolet,impala,2019,18900,27601
ford,doors,2019,12560,15958
dodge,durango,2019,33000,32251
chevrolet,impala,2019,18300,25809
ford,cab,2017,11760,30553
dodge,durango,2019,31700,26549
dodge,door,2007,25,160528
ford,door,2000,0,124969
ford,doors,2019,7340,15854
hyundai,door,2017,8200,56690
kia,door,2013,3000,97142
jeep,mpv,2019,6530,10185
mazda,door,2009,0,117541
kia,soul,2019,12700,23514
kia,sorento,2017,13800,86959
chevrolet,pickup,1998,0,258631
ford,door,2017,725,67279
ford,doors,2019,7400,16482
hyundai,elantra,2017,9800,35687
honda,door,2003,0,152608
jeep,mpv,2019,4400,17911
infiniti,mpv,2019,10330,21278
chevrolet,door,2011,1800,47269
chevrolet,door,2008,50,172102
ford,wagon,2006,720,26914
ford,door,2017,22800,67217
ford,door,2017,2500,78698
ford,door,2003,0,246065
gmc,mpv,2017,9190,41961
jeep,mpv,2019,10900,13273
infiniti,mpv,2019,10400,31713
chevrolet,door,2004,0,0
chevrolet,door,2003,0,194673
chevrolet,pickup,2008,7320,325611
ford,f-150,2017,22809,50732
ford,van,1998,0,186855
ford,door,2013,0,94004
gmc,mpv,2017,5520,52904
jeep,mpv,2019,10900,14195
jeep,mpv,2019,6330,43965
chevrolet,door,2009,0,117059
chevrolet,pickup,2010,25,149189
dodge,door,2007,2320,112182
ford,door,2017,23702,49024
ford,chassis,1994,0,0
ford,door,1997,0,203297
gmc,mpv,2017,5520,35821
heartland,pioneer,2018,4050,1
infiniti,mpv,2019,14810,32611
chevrolet,door,2011,25,105244
chrysler,van,2008,2960,164048
ford,door,2017,24800,46955
ford,door,1996,0,296860
ford,door,2006,0,203158
gmc,mpv,2017,6270,70443
heartland,trail,2012,1880,1
infiniti,mpv,2019,10050,18229
chevrolet,door,2014,225,87673
chevrolet,traverse,2018,26900,42941
chrysler,door,2007,1420,104405
ford,door,2017,27003,57186
ford,door,2002,0,214800
ford,door,2004,350,236980
gmc,mpv,2017,5600,59808
heartland,country,2011,6680,1
infiniti,mpv,2019,10120,20681
chevrolet,door,2010,0,137422
ford,door,2015,3920,102700
ford,door,2017,23100,53270
gmc,door,2004,0,235348
gmc,mpv,2017,5630,27195
heartland,sundance,2009,0,1
jaguar,doors,2019,2800,20849
chevrolet,door,2008,0,159266
ford,door,2015,8850,143818
ford,f-150,2017,18712,67347
ford,pickup,2009,0,180364
ford,door,2009,0,184889
gmc,mpv,2017,6300,117400
heartland,country,2010,2220,1
jeep,mpv,2019,6930,47798
chevrolet,door,2008,25,130623
ford,door,2015,3440,124542
ford,door,2017,50412,47129
ford,pickup,1994,25,206162
ford,pk,2001,950,229886
gmc,mpv,2017,9270,19490
jeep,mpv,2019,11380,12038
hyundai,mpv,2019,5350,43536
chevrolet,door,2004,2725,308451
ford,door,2015,3790,100893
ford,door,2017,40514,90304
ford,door,1997,0,146912
ford,door,1998,0,131367
gmc,mpv,2017,9190,31394
infiniti,mpv,2019,10330,25933
acura,door,2008,1000,118250
bmw,door,2013,2925,46060
ford,door,2015,3830,50593
ford,door,2017,43402,62387
gmc,door,2009,1025,169634
honda,van,2016,17200,72527
harley-davidson,road/street,2016,54680,9502
honda,door,2010,6940,217290
infiniti,mpv,2019,13080,17243
chevrolet,door,2007,25,194903
ford,door,2015,10630,82899
ford,door,2017,43009,76418
gmc,door,2003,25,138441
ford,pickup,2006,4600,240740
honda,mpv,2016,4950,71404
hyundai,doors,2019,3760,30382
acura,door,2009,3900,179389
cadillac,coupe,2000,0,105169
ford,door,2015,3830,82534
ford,door,2017,53500,55732
ford,door,2010,25,198596
ford,door,1998,25,300021
honda,door,2015,6240,83623
jeep,door,2014,4150,108895
jeep,door,1999,25,226972
bmw,series,2020,61200,7509
buick,door,2006,0,137464
bmw,series,2014,13500,33542
ford,door,2015,6490,74754
ford,door,2017,51502,27661
ford,door,2010,250,115241
ford,door,1984,25,41577
honda,van,2015,8160,109027
jeep,door,2014,7770,72732
jeep,door,2001,200,126400
audi,door,2008,25,177422
chevrolet,door,1995,0,274706
bmw,coupe,2008,1825,77984
bmw,series,2017,39800,23177
ford,door,2015,9210,26911
ford,srw,2019,58500,21527
ford,door,2014,125,56461
honda,door,2015,3960,95128
hyundai,doors,2014,5998,122975
honda,doors,2014,3700,162824
kia,wagon,2008,0,148463
audi,door,2005,0,181896
bmw,door,2000,0,216657
gmc,door,2012,5000,140339
infiniti,mpv,2019,15050,26786
hyundai,doors,2019,3960,35623
lincoln,nautilus,2019,36300,14541
lexus,gx,2020,55600,8186
nissan,doors,2018,2630,36739
nissan,mpv,2017,5690,42616
audi,q5,2017,19500,65833
chevrolet,coupe,2008,450,123515
cadillac,door,2015,20400,36122
chevrolet,door,2011,4320,88359
ford,f-150,2017,33001,35905
ford,door,2017,10000,35747
ford,door,2004,0,167011
gmc,door,2012,5790,105020
infiniti,mpv,2019,14750,11047
hyundai,doors,2019,4010,31233
mercedes-benz,gle,2019,40000,19427
kia,sportage,2017,13000,71991
nissan,doors,2018,3550,29043
nissan,doors,2017,3040,36064
chevrolet,coupe,2008,0,270080
audi,5,2015,36400,47213
ford,door,2011,4480,116480
ford,door,2017,31003,72084
ford,pickup,2001,75,295780
gmc,door,2011,8850,148035
infiniti,mpv,2019,14750,11396
hyundai,mpv,2019,4690,33785
land,sport,2018,23000,20103
land,discovery,2018,46900,32387
mercedes-benz,doors,2018,10740,48140
nissan,doors,2017,3160,34861
chevrolet,door,2006,0,268040
chrysler,door,2011,3450,114119
ford,f-150,2017,27102,34165
gmc,door,2018,500,27442
gmc,door,2011,5100,144792
infiniti,mpv,2019,15010,11394
jeep,mpv,2019,5800,30546
land,sport,2018,23200,23745
hyundai,door,2015,8000,88274
nissan,doors,2018,3390,38349
nissan,doors,2017,3140,30142
chevrolet,door,2007,25,267834
bmw,door,2014,15000,44730
chevrolet,cab,2011,10440,92476
ford,f-150,2017,23911,25698
ford,pk,2010,25,155242
gmc,acadia,2018,21400,54332
gmc,cab,2011,5380,119215
jeep,mpv,2019,11000,8930
jeep,mpv,2019,4950,46985
land,sport,2018,22500,30220
maserati,ghibli,2017,30300,37021
nissan,doors,2018,2630,43152
nissan,doors,2017,3140,34318
chevrolet,door,2011,2300,88287
chevrolet,door,2011,4310,105486
ford,door,2017,26012,19850
ford,door,2014,75,116535
gmc,1500,2019,48500,15777
gmc,mpv,2009,3330,87448
jeep,mpv,2019,11200,8395
hyundai,mpv,2019,4730,30121
mercedes-benz,glc,2018,24900,33687
mercedes-benz,e-class,2017,29400,37561
nissan,cab,2018,8350,32256
peterbilt,truck,2012,475,902041
nissan,doors,2017,3210,25255
chevrolet,van,2006,25,165327
chevrolet,cutaway,2006,4200,118009
chevrolet,utility,2011,8430,114547
ford,f-150,2017,25503,18647
ford,pickup,1996,0,252588
gmc,limited,2019,26000,16669
honda,doors,2017,3900,47970
jeep,mpv,2019,11200,12905
jeep,mpv,2019,8610,22123
mercedes-benz,gle,2018,28000,40780
mercedes-benz,sl-class,2017,84900,25302
lexus,mpv,2017,10840,36596
peterbilt,truck,2012,100,0
ram,door,2017,11050,30421
chevrolet,door,2012,0,134938
chevrolet,door,2005,1000,135675
dodge,door,2015,3570,17355
ford,door,2017,25001,27773
ford,door,2010,0,86841
gmc,mpv,2017,5630,58366
jeep,mpv,2019,11100,11229
hyundai,mpv,2019,4650,27492
lincoln,door,2005,0,89705
nissan,mpv,2016,3820,41654
peterbilt,truck,2009,0,982486
nissan,doors,2017,2900,31954
chevrolet,door,2008,50,172102
chevrolet,pickup,2004,5100,173321
dodge,door,2015,4700,93423
ford,f-150,2017,29502,14053
ford,door,2008,0,145483
honda,door,2017,6160,25956
jeep,mpv,2019,10910,12253
hyundai,doors,2019,3440,34895
mazda,cx-3,2016,16000,47753
kia,door,2016,3810,39408
peterbilt,truck,2010,1025,1017936
nissan,doors,2017,3020,33599
chevrolet,door,2003,0,194673
chevrolet,pickup,2003,2000,507985
ford,door,2010,3870,185983
ford,door,2017,24811,28464
ford,door,2007,75,154989
honda,doors,2017,5420,16702
jeep,mpv,2019,11100,11449
hyundai,mpv,2019,4750,25847
mercedes-benz,door,2015,17900,49772
nissan,door,2015,3800,83915
nissan,doors,2017,3160,40306
chevrolet,pickup,2010,25,149189
chevrolet,door,2001,1200,149543
chevrolet,coupe,2010,6470,69622
ford,door,2017,26400,36295
gmc,door,1993,0,0
gmc,2500hd,2018,32500,14856
honda,mpv,2017,6900,44129
jeep,mpv,2019,11030,10861
hyundai,door,2012,3460,142106
mercedes-benz,door,2015,18000,82411
hyundai,door,2015,3250,111612
nissan,doors,2017,3210,35251
chevrolet,door,2017,13200,50408
ford,f-150,2019,27705,15630
chevrolet,door,2017,7200,53273
ford,f-150,2019,28714,14786
chevrolet,door,2017,11200,85315
ford,f-150,2019,27502,16146
chevrolet,door,2017,11900,76211
ford,f-150,2019,29314,15265
chevrolet,door,2017,11200,79965
ford,f-150,2019,27002,16059
chevrolet,door,2017,13200,62739
ford,f-150,2019,28214,15569
chevrolet,door,2017,12700,58932
ford,f-150,2019,29900,17488
chevrolet,door,2017,12700,60733
ford,f-150,2019,27202,18550
chevrolet,impala,2018,13500,53194
ford,f-150,2019,27705,17644
chevrolet,van,2016,14700,34454
ford,f-150,2019,29900,17684
chevrolet,door,2015,4500,83279
ford,f-150,2019,27705,16600
chevrolet,door,2015,8000,107971
ford,f-150,2019,25511,17801
chevrolet,colorado,2015,7700,94150
ford,f-150,2019,29900,17159
chevrolet,van,2015,7200,80711
ford,f-150,2019,27502,17983
chevrolet,door,2013,4500,119981
ford,f-150,2019,27402,17851
chevrolet,sonic,2013,1500,66079
ford,f-150,2019,26602,18174
chevrolet,sonic,2019,10200,7654
ford,f-150,2019,29900,18759
chevrolet,colorado,2019,14000,11564
ford,f-150,2019,28500,18901
chevrolet,door,2016,8000,86541
ford,f-150,2019,29809,21157
chevrolet,corvette,2015,36900,29937
ford,f-150,2019,26902,23964
chevrolet,door,2015,10950,58504
ford,f-150,2019,27402,20154
acura,mdx,2014,16900,63500
ford,f-150,2019,25600,23294
bmw,series,2016,29700,24293
ford,f-150,2019,27702,20343
buick,encore,2016,13500,19655
ford,f-150,2019,27102,19100
ford,f-150,2019,27102,20014
ford,f-150,2019,25811,21774
ford,f-150,2019,26602,21201
ford,f-150,2019,27102,21766
buick,enclave,2019,37500,12406
ford,flex,2019,26211,17977
ford,flex,2019,24205,22805
cadillac,xt5,2019,37500,16013
ford,flex,2019,27111,14382
ford,flex,2019,27411,9660
ford,flex,2019,27302,18969
ford,f-150,2019,27202,24730
ford,flex,2019,26311,15847
ford,f-150,2019,26602,25009
bmw,series,2017,33500,22115
ford,flex,2019,27511,11836
buick,door,2017,21500,23765
ford,f-150,2019,27200,25508
ford,flex,2019,26511,18196
ford,flex,2019,24002,16106
buick,door,2017,21500,14907
ford,fusion,2019,18511,12735
kia,sorento,2017,14000,53424
buick,door,2017,29000,17940
ford,flex,2019,23402,17417
kia,door,2017,13300,37125
bmw,x3,2017,19700,61428
ford,flex,2019,23211,17025
kia,sorento,2017,15500,37668
ford,fusion,2019,18111,15805
kia,sorento,2017,21500,43761
ford,mustang,2019,25511,11342
chevrolet,equinox,2017,17700,35664
chevrolet,cutaway,2017,28000,12780
chevrolet,door,2017,14000,38458
chevrolet,door,2017,21700,34420
chevrolet,door,2017,13500,46497
chevrolet,1500,2017,35500,21268
chevrolet,1500,2017,29500,31029
chevrolet,1500,2017,25300,40878
chevrolet,1500,2016,21500,20270
chevrolet,door,2016,25900,32984
chevrolet,door,2016,35300,75506
chevrolet,door,2016,13500,39951
chevrolet,corvette,2016,62000,19403
chevrolet,corvette,2016,46000,4445
chevrolet,malibu,2016,9000,67527
chevrolet,door,2016,25900,33588
chevrolet,door,2016,25800,10103
chevrolet,door,2016,17000,26474
chevrolet,door,2016,12800,40253
chevrolet,3500,2016,47400,39624
chevrolet,door,2016,24400,48705
chevrolet,trax,2016,17100,19659
chevrolet,door,2015,7400,91299
chevrolet,door,2015,33100,81614
chevrolet,trax,2020,22000,179
chevrolet,1500,2019,35000,5523
chevrolet,equinox,2019,16500,29841
chevrolet,1500,2019,35300,8516
chevrolet,traverse,2018,26900,42941
chevrolet,trax,2017,11600,27498
chevrolet,1500,2017,28100,31141
chevrolet,1500,2017,27700,20784
chevrolet,passenger,2017,17700,52667
chevrolet,volt,2017,16600,26003
chevrolet,corvette,2016,63200,4266
chevrolet,door,2015,36800,32332
chevrolet,passenger,2018,19500,44333
chevrolet,tahoe,2019,38800,36198
chevrolet,tahoe,2019,37500,33331
chevrolet,suburban,2019,35000,43082
chevrolet,camaro,2019,31100,24561
chevrolet,van,2019,22600,13485
chevrolet,van,2019,22400,15524
chevrolet,van,2019,22700,8996
chevrolet,malibu,2019,13700,47282
chevrolet,suburban,2019,37100,34470
chevrolet,colorado,2018,18500,87264
chevrolet,2500,2017,18300,114344
chevrolet,2500,2017,19000,111635
chevrolet,1500,2017,18500,103955
chevrolet,door,2016,22500,66640
chevrolet,door,2014,14500,122018
chevrolet,tahoe,2018,32800,46915
chevrolet,malibu,2018,12300,53599
chevrolet,1500,2018,19600,41672
chevrolet,malibu,2018,13600,36047
chevrolet,spark,2018,7200,42561
chevrolet,1500,2018,19900,40345
chevrolet,malibu,2018,13000,41751
chevrolet,door,2016,19700,27593
chevrolet,door,2017,9400,24009
chevrolet,1500,2017,23800,85697
chevrolet,equinox,2019,17700,25223
chevrolet,door,2015,17000,27927
chevrolet,door,2014,14000,135127
chevrolet,2500,2018,32100,55532
chevrolet,2500,2019,33100,72172
chevrolet,2500,2018,31600,57751
chevrolet,door,2013,5100,96314
chevrolet,door,2013,4100,89152
chevrolet,door,2014,7200,114660
chevrolet,1500,2014,12800,177322
chevrolet,1500,2019,46800,36423
chevrolet,van,2019,21800,23759
chevrolet,door,2013,3000,120667
chevrolet,colorado,2017,22500,65344
chevrolet,suburban,2018,35300,51347
chevrolet,volt,2017,16500,52322
chevrolet,door,2017,33000,67620
chevrolet,1500,2017,31500,59965
chevrolet,1500,2017,34500,28739
chevrolet,trax,2016,8000,77429
chevrolet,1500,2017,25000,20847
chevrolet,trax,2016,10700,44280
chevrolet,door,2016,13400,86031
chevrolet,equinox,2019,16500,7622
chevrolet,traverse,2019,34000,8067
chevrolet,trax,2018,14100,16502
chevrolet,1500,2019,38600,20681
chevrolet,door,2016,9100,54655
chevrolet,door,2016,8600,57825
chevrolet,door,2016,22000,58856
chevrolet,colorado,2015,8900,85072
chevrolet,door,2015,15500,79506
chevrolet,door,2015,3300,85301
chevrolet,1500,2015,29000,69377
chevrolet,equinox,2020,17300,15577
chevrolet,traverse,2020,30500,23470
chevrolet,impala,2020,25000,18715
chevrolet,cruze,2012,2800,61258
chevrolet,door,2012,3300,131791
chevrolet,suburban,2019,36400,35705
chevrolet,suburban,2019,34800,48982
chevrolet,ld,2019,20700,33745
chevrolet,suburban,2019,32200,42267
chevrolet,tahoe,2019,35300,46863
chevrolet,suburban,2019,33500,36443
chevrolet,impala,2019,13700,14939
chevrolet,malibu,2019,15900,22026
chevrolet,suburban,2019,33200,38278
chevrolet,suburban,2019,35500,46149
chevrolet,suburban,2018,29800,48427
chevrolet,suburban,2018,29800,48807
chevrolet,suburban,2018,29500,52618
chevrolet,suburban,2018,30300,46494
chevrolet,1500,2018,24300,56296
chevrolet,suburban,2017,29800,33909
chevrolet,suburban,2017,29800,33028
chevrolet,camaro,2016,27500,44653
chevrolet,door,2017,10800,80516
chevrolet,van,2017,11500,105151
chevrolet,van,2017,10400,78368
chevrolet,equinox,2018,11400,78956
chevrolet,equinox,2018,11400,88564
chevrolet,door,2015,8000,78800
chevrolet,door,2012,3000,111856
chevrolet,door,2015,25000,80946
chevrolet,traverse,2017,12300,83168
chevrolet,traverse,2017,14100,58606
chevrolet,van,2014,9000,82020
chevrolet,door,2014,4200,102500
chevrolet,van,2019,22500,8150
chevrolet,van,2019,22600,6159
chevrolet,van,2019,22600,5938
chevrolet,van,2019,22500,9019
chevrolet,malibu,2018,10200,45836
chevrolet,3500,2016,42700,60215
chevrolet,tahoe,2015,21200,125507
chevrolet,door,2016,22700,90944
chevrolet,tahoe,2015,22000,82785
chevrolet,1500,2014,9600,150525
chevrolet,door,2013,10500,112267
chevrolet,door,2013,6700,139394
chevrolet,door,2013,14200,82543
chevrolet,equinox,2019,15500,13532
chevrolet,1500,2018,35100,14751
chevrolet,camaro,2018,26300,11150
chevrolet,colorado,2016,15700,91248
chevrolet,1500,2016,17600,65336
chevrolet,1500,2016,18600,48974
chevrolet,1500,2016,19100,40011
chevrolet,equinox,2019,15200,37444
chevrolet,equinox,2019,16100,43199
chevrolet,equinox,2019,14800,43589
chevrolet,equinox,2019,16700,32870
chevrolet,equinox,2019,15300,38826
chevrolet,equinox,2019,16500,33739
chevrolet,passenger,2019,19600,35309
chevrolet,impala,2019,15200,32248
chevrolet,impala,2019,15000,36165
chevrolet,impala,2019,15500,29922
chevrolet,impala,2019,15700,26848
chevrolet,impala,2019,14800,41163
chevrolet,cruze,2017,9200,32856
chevrolet,impala,2017,8200,100315
chevrolet,door,2013,11400,91638
chevrolet,door,2015,6500,83173
chevrolet,door,2014,11500,94356
chevrolet,door,2015,23800,85792
chevrolet,door,2014,8900,129068
chevrolet,ld,2019,28300,27665
chevrolet,ld,2019,27300,25427
chevrolet,door,2013,3500,78198
chevrolet,colorado,2020,28300,13886
chevrolet,impala,2019,18300,34538
dodge,charger,2018,22500,20575
dodge,charger,2018,22500,26026
dodge,door,2012,8300,99015
dodge,caravan,2019,16500,27327
dodge,journey,2019,14500,30229
dodge,charger,2019,30000,43294
dodge,charger,2019,30000,54309
dodge,charger,2019,30000,52822
dodge,charger,2019,30000,45554
dodge,charger,2019,30000,37538
dodge,charger,2019,29500,35153
dodge,challenger,2019,21600,23783
dodge,charger,2019,22600,30759
dodge,caravan,2019,16300,38922
dodge,door,2012,8600,165836
dodge,durango,2019,28800,19235
dodge,challenger,2019,22100,9445
dodge,journey,2018,14300,19164
dodge,caravan,2018,13700,54106
dodge,challenger,2017,29500,32051
dodge,journey,2017,18500,14870
dodge,door,2016,19000,32294
dodge,challenger,2015,43400,7250
dodge,challenger,2015,46000,10145
dodge,journey,2018,12500,59924
dodge,charger,2017,13900,21304
dodge,caravan,2018,13000,52079
dodge,caravan,2018,13000,54960
dodge,door,2013,3000,80099
dodge,caravan,2019,17500,23987
dodge,door,2017,7900,84144
dodge,door,2014,8900,85639
dodge,caravan,2018,11500,50193
dodge,journey,2017,6500,74392
dodge,door,2017,8000,76117
dodge,challenger,2018,18700,36358
dodge,journey,2017,8350,90685
dodge,charger,2017,27900,54141
dodge,door,2016,14500,82240
dodge,door,2016,6200,66167
dodge,door,2012,7500,144220
dodge,caravan,2019,20200,24722
dodge,durango,2019,29300,41198
dodge,durango,2019,31000,26353
dodge,durango,2019,32400,28280
dodge,door,2012,5800,130120
